latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
30.623,74.135,332.9,1,1,2021-05-16,0550,Terra,MODIS,78,6.1NRT,310.7,12.1,D
30.514,74.065,327.6,1,1,2021-05-16,0550,Terra,MODIS,38,6.1NRT,302.1,7.6,D
30.378,73.921,334.9,1,1,2021-05-16,0550,Terra,MODIS,83,6.1NRT,310.2,15.4,D
31.218,75.672,331.1,1.1,1,2021-05-16,0550,Terra,MODIS,74,6.1NRT,313.4,9.6,D
31.155,75.828,334.4,1.1,1,2021-05-16,0550,Terra,MODIS,80,6.1NRT,315,13.2,D
31.154,75.839,331.1,1.1,1,2021-05-16,0550,Terra,MODIS,69,6.1NRT,313.1,8.7,D
31.164,75.66,347.9,1.1,1,2021-05-16,0550,Terra,MODIS,92,6.1NRT,316.7,38.6,D
30.527,74.35,331.8,1,1,2021-05-16,0550,Terra,MODIS,60,6.1NRT,311.5,7.5,D
31.162,75.671,348.7,1.1,1,2021-05-16,0550,Terra,MODIS,93,6.1NRT,315.5,40.2,D
31.089,75.785,332.7,1.1,1,2021-05-16,0550,Terra,MODIS,77,6.1NRT,314.9,11,D
30.504,74.441,332.3,1,1,2021-05-16,0550,Terra,MODIS,77,6.1NRT,312.3,8.9,D
30.329,74.618,338.1,1,1,2021-05-16,0550,Terra,MODIS,83,6.1NRT,312.9,19.7,D
31.045,74.823,332.9,1,1,2021-05-16,0550,Terra,MODIS,76,6.1NRT,312.5,8.6,D
31.075,74.868,333.9,1,1,2021-05-16,0550,Terra,MODIS,78,6.1NRT,313.2,9.9,D
31.187,75.104,330.9,1,1,2021-05-16,0550,Terra,MODIS,68,6.1NRT,312.1,9.8,D
31.077,74.858,335.7,1,1,2021-05-16,0550,Terra,MODIS,80,6.1NRT,313.8,12.5,D
30.046,73.985,331.7,1,1,2021-05-16,0550,Terra,MODIS,73,6.1NRT,310.4,11.9,D
31.065,75.7,335.2,1.1,1,2021-05-16,0550,Terra,MODIS,80,6.1NRT,315.2,14.9,D
30.922,75.612,333.3,1.1,1,2021-05-16,0550,Terra,MODIS,67,6.1NRT,313.7,10.6,D
30.919,75.277,341.6,1,1,2021-05-16,0550,Terra,MODIS,85,6.1NRT,314.2,24.7,D
30.83,75.666,334.2,1.1,1,2021-05-16,0550,Terra,MODIS,74,6.1NRT,311.8,15.5,D
30.631,74.388,329.4,1,1,2021-05-16,0550,Terra,MODIS,55,6.1NRT,309.9,7.9,D
30.079,74.379,342.6,1,1,2021-05-16,0550,Terra,MODIS,87,6.1NRT,312.5,25.6,D
30.249,75.981,331.6,1.1,1,2021-05-16,0550,Terra,MODIS,68,6.1NRT,313.6,10.5,D
30.949,76.23,332.9,1.1,1.1,2021-05-16,0550,Terra,MODIS,80,6.1NRT,313.9,13.1,D
32.21,75.66,321.8,1,1,2021-05-16,0550,Terra,MODIS,52,6.1NRT,303.3,5,D
32.11,75.644,331.8,1,1,2021-05-16,0550,Terra,MODIS,80,6.1NRT,310.2,13.8,D
31.043,75.998,328.3,3.6,1.8,2021-05-16,0725,Aqua,MODIS,76,6.1NRT,308.2,57,D
31.114,76.015,328.5,3.6,1.8,2021-05-16,0725,Aqua,MODIS,79,6.1NRT,308.9,56.6,D
30.842,75.719,307.6,1.2,1.1,2021-05-16,1650,Terra,MODIS,72,6.1NRT,294.6,8.5,N
30.586,74.121,328.3,3.9,1.8,2021-05-17,0635,Terra,MODIS,66,6.1NRT,307,60.8,D
30.681,76.428,338.8,1,1,2021-05-17,0810,Aqua,MODIS,81,6.1NRT,321.4,14.7,D
30.151,74.649,335.3,1,1,2021-05-17,0810,Aqua,MODIS,70,6.1NRT,317.3,12.2,D
30.494,74.78,338.7,1,1,2021-05-17,0810,Aqua,MODIS,78,6.1NRT,316,18,D
31.907,74.894,333.8,1,1,2021-05-17,0810,Aqua,MODIS,72,6.1NRT,315.9,10.7,D
31.948,74.923,333.3,1,1,2021-05-17,0810,Aqua,MODIS,71,6.1NRT,316.8,9.5,D
31.979,74.949,337.2,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,316.6,14.9,D
32.023,75.124,336.4,1,1,2021-05-17,0810,Aqua,MODIS,78,6.1NRT,317.8,14.2,D
31.589,75.12,332.7,1,1,2021-05-17,0810,Aqua,MODIS,65,6.1NRT,315.9,9.7,D
31.58,75.428,343,1,1,2021-05-17,0810,Aqua,MODIS,87,6.1NRT,317.4,24.6,D
31.529,75.396,336.3,1,1,2021-05-17,0810,Aqua,MODIS,68,6.1NRT,318.9,11.3,D
31.546,75.709,332.7,1,1,2021-05-17,0810,Aqua,MODIS,73,6.1NRT,316.7,10.3,D
31.369,75.247,332.2,1,1,2021-05-17,0810,Aqua,MODIS,67,6.1NRT,317,9.1,D
31.31,75.098,337.7,1,1,2021-05-17,0810,Aqua,MODIS,53,6.1NRT,319,13.2,D
31.311,75.108,338.6,1,1,2021-05-17,0810,Aqua,MODIS,0,6.1NRT,315.2,15.1,D
31.301,75.1,339,1,1,2021-05-17,0810,Aqua,MODIS,28,6.1NRT,319.7,14.6,D
31.27,75.707,336.4,1,1,2021-05-17,0810,Aqua,MODIS,78,6.1NRT,316.9,14.6,D
31.271,75.717,335.1,1,1,2021-05-17,0810,Aqua,MODIS,76,6.1NRT,316.4,13,D
31.293,75.873,336.4,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,318.4,12.7,D
31.283,75.864,351,1,1,2021-05-17,0810,Aqua,MODIS,94,6.1NRT,319.3,39.3,D
31.285,75.875,334.4,1,1,2021-05-17,0810,Aqua,MODIS,60,6.1NRT,317.9,9.6,D
31.17,75.531,331.5,1,1,2021-05-17,0810,Aqua,MODIS,54,6.1NRT,316.5,8.6,D
31.093,75.258,330.9,1,1,2021-05-17,0810,Aqua,MODIS,52,6.1NRT,316.2,9.2,D
31.155,75.683,341.1,1,1,2021-05-17,0810,Aqua,MODIS,83,6.1NRT,316.6,21.9,D
31.149,75.897,333.7,1,1,2021-05-17,0810,Aqua,MODIS,70,6.1NRT,317,9.2,D
31.033,75.163,336.3,1,1,2021-05-17,0810,Aqua,MODIS,73,6.1NRT,319.1,10.9,D
31.025,75.17,335.9,1,1,2021-05-17,0810,Aqua,MODIS,66,6.1NRT,318.8,9.8,D
31.044,75.423,332.6,1,1,2021-05-17,0810,Aqua,MODIS,47,6.1NRT,315.8,7.8,D
31.097,75.786,336.4,1,1,2021-05-17,0810,Aqua,MODIS,73,6.1NRT,318.6,11.7,D
31.074,75.694,349.3,1,1,2021-05-17,0810,Aqua,MODIS,91,6.1NRT,319.3,34.5,D
31.003,75.271,348.6,1,1,2021-05-17,0810,Aqua,MODIS,90,6.1NRT,320,34.2,D
31.004,75.282,340.7,1,1,2021-05-17,0810,Aqua,MODIS,81,6.1NRT,318,19.4,D
31.059,75.719,339.8,1,1,2021-05-17,0810,Aqua,MODIS,80,6.1NRT,319.6,16.2,D
31.061,75.729,344.1,1,1,2021-05-17,0810,Aqua,MODIS,86,6.1NRT,319.4,24.1,D
30.959,75.098,339.2,1,1,2021-05-17,0810,Aqua,MODIS,78,6.1NRT,318,15.6,D
31.013,75.462,332.9,1,1,2021-05-17,0810,Aqua,MODIS,62,6.1NRT,316,10.6,D
31.014,75.472,340.1,1,1,2021-05-17,0810,Aqua,MODIS,80,6.1NRT,313.6,21.9,D
31.028,75.565,336,1,1,2021-05-17,0810,Aqua,MODIS,72,6.1NRT,316.8,11.3,D
31.052,75.731,338.6,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,318.5,15.3,D
31.054,75.741,336.7,1,1,2021-05-17,0810,Aqua,MODIS,75,6.1NRT,320.1,12.8,D
31.031,75.65,335.1,1,1,2021-05-17,0810,Aqua,MODIS,71,6.1NRT,317.9,10.9,D
30.944,75.439,348.2,1,1,2021-05-17,0810,Aqua,MODIS,90,6.1NRT,320.7,32.6,D
30.964,75.574,338.8,1,1,2021-05-17,0810,Aqua,MODIS,78,6.1NRT,322.1,13.5,D
30.905,75.613,334.8,1,1,2021-05-17,0810,Aqua,MODIS,37,6.1NRT,319,10.4,D
30.907,76.735,333.8,1,1,2021-05-17,0810,Aqua,MODIS,76,6.1NRT,318.3,10.1,D
30.906,76.725,343.5,1,1,2021-05-17,0810,Aqua,MODIS,88,6.1NRT,319.2,26.4,D
30.868,76.316,336.7,1,1,2021-05-17,0810,Aqua,MODIS,74,6.1NRT,320.6,12.8,D
31.375,74.982,338.5,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,317.2,16,D
31.384,74.98,344.9,1,1,2021-05-17,0810,Aqua,MODIS,87,6.1NRT,318.3,27.5,D
31.382,74.969,343.6,1,1,2021-05-17,0810,Aqua,MODIS,86,6.1NRT,319,24.8,D
30.906,76.394,333.1,1,1,2021-05-17,0810,Aqua,MODIS,48,6.1NRT,318.3,7,D
30.907,76.132,334.9,1,1,2021-05-17,0810,Aqua,MODIS,66,6.1NRT,318.2,11.1,D
30.94,76.041,338.3,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,319.9,13,D
31.012,75.968,336.8,1,1,2021-05-17,0810,Aqua,MODIS,64,6.1NRT,318,13.2,D
31.733,75.029,333,1,1,2021-05-17,0810,Aqua,MODIS,69,6.1NRT,316.5,9.2,D
31.731,75.019,333.4,1,1,2021-05-17,0810,Aqua,MODIS,72,6.1NRT,316.5,10,D
31.01,75.958,336.5,1,1,2021-05-17,0810,Aqua,MODIS,64,6.1NRT,318.8,13.3,D
31.114,76.229,334.4,1,1,2021-05-17,0810,Aqua,MODIS,75,6.1NRT,318.3,10.1,D
31.195,76.48,336.4,1,1,2021-05-17,0810,Aqua,MODIS,79,6.1NRT,318.3,11.5,D
31.742,75.028,338.5,1,1,2021-05-17,0810,Aqua,MODIS,80,6.1NRT,317.3,16.4,D
31.817,75.039,334.8,1,1,2021-05-17,0810,Aqua,MODIS,75,6.1NRT,318.1,11.2,D
31.147,76.01,335.8,1,1,2021-05-17,0810,Aqua,MODIS,76,6.1NRT,319.6,11.1,D
31.28,76.035,333.8,1,1,2021-05-17,0810,Aqua,MODIS,75,6.1NRT,317.5,10.2,D
30.677,76.016,336.5,1,1,2021-05-17,0810,Aqua,MODIS,75,6.1NRT,319.7,12.1,D
30.614,76.15,331.5,1,1,2021-05-17,0810,Aqua,MODIS,47,6.1NRT,316.3,8.9,D
30.67,76.419,342.1,1,1,2021-05-17,0810,Aqua,MODIS,85,6.1NRT,320.2,19.4,D
30.604,76.469,338.3,1,1,2021-05-17,0810,Aqua,MODIS,80,6.1NRT,321.3,13.1,D
30.273,76.535,332.2,1,1,2021-05-17,0810,Aqua,MODIS,55,6.1NRT,314.8,8.9,D
30.082,74.867,335.3,1,1,2021-05-17,0810,Aqua,MODIS,70,6.1NRT,319.8,10.3,D
30.445,75.936,334.5,1,1,2021-05-17,0810,Aqua,MODIS,66,6.1NRT,317.1,9.5,D
30.443,75.926,334.5,1,1,2021-05-17,0810,Aqua,MODIS,68,6.1NRT,317.4,9.3,D
30.703,75.803,334.7,1,1,2021-05-17,0810,Aqua,MODIS,70,6.1NRT,317.6,10.8,D
30.704,75.813,335.4,1,1,2021-05-17,0810,Aqua,MODIS,72,6.1NRT,318.4,11.5,D
30.371,74.407,333.3,1.1,1,2021-05-17,0810,Aqua,MODIS,51,6.1NRT,315.1,8.9,D
30.308,74.471,349.7,1.1,1,2021-05-17,0810,Aqua,MODIS,91,6.1NRT,317.5,39.2,D
30.31,74.482,335,1.1,1,2021-05-17,0810,Aqua,MODIS,69,6.1NRT,315.6,10.6,D
31.225,76.094,327.4,1.3,1.2,2021-05-20,0525,Terra,MODIS,70,6.1NRT,301.7,16.8,D
30.963,76.438,328,1.3,1.1,2021-05-20,0525,Terra,MODIS,70,6.1NRT,301.3,17.9,D
30.861,74.38,326,1.7,1.3,2021-05-20,0525,Terra,MODIS,46,6.1NRT,304.6,13.4,D
31.19,76.493,323.1,1.3,1.1,2021-05-20,0525,Terra,MODIS,59,6.1NRT,298.6,8.2,D
31.187,76.519,328.8,1.3,1.1,2021-05-20,0525,Terra,MODIS,73,6.1NRT,301.5,18.9,D
31.215,75.941,324.8,1.4,1.2,2021-05-20,0525,Terra,MODIS,63,6.1NRT,299.3,15.8,D
31.305,76.38,326.2,1.3,1.1,2021-05-20,0525,Terra,MODIS,69,6.1NRT,303.8,12.3,D
31.078,75.783,329.6,1.4,1.2,2021-05-20,0525,Terra,MODIS,73,6.1NRT,300.7,19.9,D
30.852,74.372,328,1.7,1.3,2021-05-20,0525,Terra,MODIS,67,6.1NRT,304.7,17.3,D
29.985,74.598,330,1.6,1.2,2021-05-20,0525,Terra,MODIS,71,6.1NRT,304.1,23.6,D
30.553,76.377,326.4,1.3,1.1,2021-05-20,0525,Terra,MODIS,62,6.1NRT,302.9,10.4,D
30.171,74.401,332,1.8,1.3,2021-05-20,0840,Aqua,MODIS,73,6.1NRT,310.5,19.7,D
30.182,74.399,331.7,1.8,1.3,2021-05-20,0840,Aqua,MODIS,73,6.1NRT,310,19.6,D
30.506,74.004,332.7,1.7,1.3,2021-05-20,0840,Aqua,MODIS,74,6.1NRT,309.2,24.4,D
31.002,75.668,331.6,2.2,1.4,2021-05-20,0840,Aqua,MODIS,66,6.1NRT,302.6,43,D
31.042,74.595,337.9,1.2,1.1,2021-05-22,0830,Aqua,MODIS,55,6.1NRT,313.7,24.3,D
31.032,74.597,341.6,1.2,1.1,2021-05-22,0830,Aqua,MODIS,80,6.1NRT,315.1,29.8,D
31.395,75.825,333.2,1.5,1.2,2021-05-22,0830,Aqua,MODIS,76,6.1NRT,315.6,17,D
31.132,75.021,338.8,1.3,1.1,2021-05-22,0830,Aqua,MODIS,44,6.1NRT,315.1,30.2,D
30.693,75.094,331,1.3,1.1,2021-05-22,0830,Aqua,MODIS,58,6.1NRT,313.3,14.5,D
31.444,75.264,333.4,1.3,1.2,2021-05-22,0830,Aqua,MODIS,68,6.1NRT,314.9,14.2,D
31.492,74.624,333.4,1.2,1.1,2021-05-22,0830,Aqua,MODIS,59,6.1NRT,314.4,12.5,D
31.57,75.958,329.8,1.5,1.2,2021-05-22,0830,Aqua,MODIS,69,6.1NRT,312,15.8,D
31.047,76.509,331,1.6,1.2,2021-05-22,0830,Aqua,MODIS,24,6.1NRT,309.9,23.7,D
30.215,76.119,319.3,1.1,1,2021-05-23,1655,Terra,MODIS,98,6.1NRT,291,19.1,N
31.318,75.905,324.2,3.6,1.8,2021-05-24,0500,Terra,MODIS,73,6.1NRT,305.6,44.1,D
31.309,75.899,327.2,3.6,1.8,2021-05-24,0500,Terra,MODIS,77,6.1NRT,306,67.6,D
31.879,74.821,332.7,1,1,2021-05-24,0815,Aqua,MODIS,67,6.1NRT,316.3,10.5,D
30.911,76.326,331.7,1.1,1,2021-05-24,0815,Aqua,MODIS,73,6.1NRT,314.4,10.7,D
30.913,76.123,334.4,1.1,1,2021-05-24,0815,Aqua,MODIS,77,6.1NRT,315,13.5,D
31.036,76.505,329.8,1.1,1,2021-05-24,0815,Aqua,MODIS,66,6.1NRT,314.3,10.2,D
31.026,76.506,338.7,1.1,1,2021-05-24,0815,Aqua,MODIS,79,6.1NRT,315.9,24.4,D
30.704,76.004,326.4,1,1,2021-05-24,0815,Aqua,MODIS,51,6.1NRT,310.5,7.6,D
30.608,74.115,331.7,1,1,2021-05-24,0815,Aqua,MODIS,68,6.1NRT,314.1,9.2,D
30.955,74.473,337.4,1,1,2021-05-24,0815,Aqua,MODIS,65,6.1NRT,319.9,17.4,D
30.948,76.619,330.1,1.1,1,2021-05-24,0815,Aqua,MODIS,72,6.1NRT,314.8,9.2,D
31.035,76.498,307.7,2,1.4,2021-05-24,2020,Aqua,MODIS,72,6.1NRT,295.1,18.6,N
31.016,76.307,332.3,1,1,2021-05-25,0545,Terra,MODIS,76,6.1NRT,319.9,12.3,D
31.044,75.996,337.7,1,1,2021-05-25,0545,Terra,MODIS,81,6.1NRT,322.1,16,D
32.109,75.213,344.6,1,1,2021-05-25,0545,Terra,MODIS,88,6.1NRT,316.4,30,D
30.322,76.274,328.4,4.6,2,2021-05-25,0720,Aqua,MODIS,80,6.1NRT,313.7,87.7,D
30.322,76.282,329,4.6,2,2021-05-25,0720,Aqua,MODIS,79,6.1NRT,313.8,96.9,D
31.03,76.469,313.5,1.4,1.2,2021-05-25,1645,Terra,MODIS,87,6.1NRT,300.9,14.1,N
31.032,76.482,309.2,1.4,1.2,2021-05-25,1645,Terra,MODIS,71,6.1NRT,298.6,9.2,N
30.485,73.978,335.2,3,1.6,2021-05-26,0625,Terra,MODIS,76,6.1NRT,315.2,82.2,D
30.485,73.973,337.7,3,1.6,2021-05-26,0625,Terra,MODIS,75,6.1NRT,315.3,101.2,D
30.603,74.449,335.5,1.2,1.1,2021-05-26,0805,Aqua,MODIS,70,6.1NRT,320.9,11.5,D
30.264,74.392,334.7,1.2,1.1,2021-05-26,0805,Aqua,MODIS,57,6.1NRT,320.1,12,D
30.263,74.397,335.5,1.2,1.1,2021-05-26,0805,Aqua,MODIS,71,6.1NRT,320,13.3,D
31.773,75.847,342.7,1,1,2021-05-26,0805,Aqua,MODIS,73,6.1NRT,321.5,27.1,D
30.909,76.73,333,1,1,2021-05-26,0805,Aqua,MODIS,80,6.1NRT,320.8,9.2,D
30.907,76.72,333.7,1,1,2021-05-26,0805,Aqua,MODIS,80,6.1NRT,321.1,10.4,D
31.256,75.922,341.6,1,1,2021-05-26,0805,Aqua,MODIS,86,6.1NRT,318.6,23.8,D
31.377,74.576,334.2,1.4,1.2,2021-05-27,0530,Terra,MODIS,66,6.1NRT,318.1,15.3,D
31.47,74.654,335.5,1.3,1.1,2021-05-27,0530,Terra,MODIS,73,6.1NRT,319,18.6,D
31.376,74.59,337,1.3,1.2,2021-05-27,0530,Terra,MODIS,76,6.1NRT,317.4,20.3,D
31.472,74.64,357.2,1.3,1.1,2021-05-27,0530,Terra,MODIS,98,6.1NRT,319,85.5,D
30.825,74.86,333.9,2.1,1.4,2021-05-28,0615,Terra,MODIS,78,6.1NRT,310.8,35.7,D
30.225,74.063,333.2,2,1.4,2021-05-28,0750,Aqua,MODIS,67,6.1NRT,315.4,25.1,D
31.374,74.579,330.7,1.7,1.3,2021-05-28,0750,Aqua,MODIS,66,6.1NRT,309.1,16.9,D
30.885,76.595,334,1.3,1.1,2021-05-28,0750,Aqua,MODIS,79,6.1NRT,312.6,19.8,D
32.389,75.717,322,1.8,1.3,2021-05-29,0520,Terra,MODIS,59,6.1NRT,301.1,15.4,D
31.403,75.995,331.9,1.2,1.1,2021-05-31,0820,Aqua,MODIS,69,6.1NRT,310.5,12.4,D
32.085,75.191,328.6,1.6,1.3,2021-06-06,0605,Terra,MODIS,49,6.1NRT,306.2,17.2,D
31.947,75.067,336.5,1,1,2021-06-09,0815,Aqua,MODIS,73,6.1NRT,316.3,9.5,D
32.101,75.236,305.9,2.7,1.6,2021-06-09,1740,Terra,MODIS,64,6.1NRT,295.4,15.3,N
32.105,75.229,306.6,2.7,1.6,2021-06-09,1740,Terra,MODIS,67,6.1NRT,295.4,16.6,N
30.03,74.68,333.3,1,1,2021-06-10,0545,Terra,MODIS,65,6.1NRT,312.4,9.6,D
30.415,76.194,331.4,1,1,2021-06-10,0545,Terra,MODIS,59,6.1NRT,302.7,13,D
31.951,75.128,331.9,1.3,1.1,2021-06-15,0600,Terra,MODIS,83,6.1NRT,305.1,25.4,D
31.101,75.353,343.7,1,1,2021-06-18,0810,Aqua,MODIS,90,6.1NRT,305,36,D
30.66,75.256,325,1.1,1,2021-06-19,0535,Terra,MODIS,58,6.1NRT,305.8,9.4,D
30.098,74.591,338.3,2.7,1.6,2021-06-20,0620,Terra,MODIS,85,6.1NRT,300.9,110.2,D
30.087,74.645,321.7,2.7,1.6,2021-06-20,0620,Terra,MODIS,46,6.1NRT,300.2,25.8,D
30.088,74.61,364.4,2.7,1.6,2021-06-20,0620,Terra,MODIS,100,6.1NRT,300.8,353.3,D
30.092,74.618,360.4,2.7,1.6,2021-06-20,0620,Terra,MODIS,100,6.1NRT,301.6,308.3,D
30.414,76.041,322.6,1.2,1.1,2021-06-20,0755,Aqua,MODIS,42,6.1NRT,302.8,8.1,D
31.236,75.314,331.1,1.3,1.1,2021-06-20,0755,Aqua,MODIS,77,6.1NRT,301.7,24.2,D
31.454,75.558,340.8,1.2,1.1,2021-06-20,0755,Aqua,MODIS,88,6.1NRT,303.7,41.2,D
30.09,74.616,373.1,1.5,1.2,2021-06-20,0755,Aqua,MODIS,100,6.1NRT,309.3,191.5,D
30.087,74.601,382.7,1.5,1.2,2021-06-20,0755,Aqua,MODIS,100,6.1NRT,307.5,257.9,D
30.098,74.598,306.5,1.2,1.1,2021-06-20,1720,Terra,MODIS,66,6.1NRT,292.9,7.2,N
30.099,74.611,314.5,1.2,1.1,2021-06-20,1720,Terra,MODIS,89,6.1NRT,293.8,15.1,N
30.089,74.612,324.2,1.2,1.1,2021-06-20,1720,Terra,MODIS,94,6.1NRT,293.5,28.5,N
30.088,74.6,309.8,1.2,1.1,2021-06-20,1720,Terra,MODIS,35,6.1NRT,292.9,11.6,N
31.461,75.522,321.4,2.2,1.4,2021-06-21,0840,Aqua,MODIS,58,6.1NRT,301.4,19.1,D
30.849,74.844,332.5,1.3,1.1,2021-06-23,0830,Aqua,MODIS,73,6.1NRT,312.2,16.6,D
30.9,76.141,329.8,1.5,1.2,2021-06-23,0830,Aqua,MODIS,73,6.1NRT,304.7,26.5,D
